Sample,X,Y,Z
635,-0.008,-0.016,0.926
636,-0.008,-0.051,0.910
637,-0.004,-0.039,0.957
638,0.008,0.027,1.000
639,0.023,0.062,1.062
640,0.027,0.012,1.020
641,0.023,-0.023,0.949
642,0.016,-0.023,0.961
643,0.012,-0.039,0.984
644,0.031,-0.008,1.039
645,0.031,0.039,1.023
646,0.023,0.020,1.020
647,0.004,-0.035,0.957
648,0.023,-0.027,0.965
649,-0.012,0.008,0.953
650,0.031,-0.035,1.066
651,0.004,0.012,0.961
652,0.031,0.035,0.988
653,-0.020,-0.012,0.941
654,0.016,-0.043,1.012
655,0.012,0.027,0.984
656,0.023,0.027,0.996
657,0.004,0.008,0.965
658,0.004,-0.012,0.973
659,-0.004,-0.051,0.957
660,0.016,-0.066,0.973
661,0.023,0.027,0.980
662,0.035,0.039,1.023
663,0.020,-0.023,1.020
664,0.031,-0.023,0.984
665,0.020,0.004,0.961
666,0.016,0.004,0.984
667,0.012,0.000,1.039
668,0.004,0.000,0.996
669,0.012,-0.008,0.977
670,0.020,-0.039,0.969
671,0.016,-0.039,0.980
672,0.008,0.012,0.988
673,0.020,0.012,1.000
674,0.008,-0.023,0.992
675,0.023,0.016,0.938
676,0.000,0.016,0.984
677,0.004,-0.023,1.012
678,0.027,0.012,1.004
679,0.008,0.039,1.000
680,0.023,-0.027,0.996
681,-0.004,-0.035,0.941
682,0.000,0.000,0.957
683,0.000,-0.031,1.004
684,0.023,-0.031,0.992
685,0.031,0.012,1.004
686,0.004,-0.008,0.969
687,0.023,-0.004,0.980
688,0.012,0.008,0.984
689,0.035,-0.023,1.016
690,0.016,-0.016,0.988
691,0.023,0.039,0.984
692,0.020,0.012,0.980
693,0.023,-0.027,1.012
694,0.012,-0.008,0.961
695,0.016,0.023,0.984
696,0.012,0.008,0.996
697,-0.004,-0.012,0.992
698,-0.008,-0.012,0.965
699,0.004,-0.035,0.953
700,0.000,-0.039,0.961
701,0.016,-0.023,0.996
702,0.016,0.016,0.984
703,0.035,0.008,1.039
704,0.027,0.004,1.000
705,0.039,-0.004,1.004
706,0.020,-0.016,1.004
707,0.020,0.000,0.977
708,0.012,0.039,1.000
709,0.008,-0.012,1.008
710,0.012,-0.059,1.012
711,-0.008,-0.023,0.934
712,0.016,-0.031,0.969
713,0.004,-0.012,0.957
714,0.023,0.008,1.016
715,0.020,0.016,1.016
716,0.035,0.008,1.004
717,0.020,0.062,0.980
718,0.008,-0.016,0.980
719,0.016,-0.055,0.980
720,0.020,0.000,0.938
721,0.016,0.031,0.992
722,0.000,-0.035,1.000
723,0.012,-0.047,0.988
724,-0.008,-0.004,0.965
725,0.027,0.008,0.977
726,0.031,0.035,0.992
727,0.020,0.020,1.047
728,0.004,-0.023,0.977
729,0.031,-0.035,0.988
730,0.008,0.016,0.938
731,0.020,0.020,1.027
732,0.004,-0.023,1.031
733,0.020,-0.039,0.988
734,-0.004,0.008,0.914
735,0.012,-0.023,0.969
736,0.000,-0.023,1.004
737,0.008,0.031,1.016
738,0.023,0.051,1.031
739,0.035,0.004,0.988
740,0.000,-0.004,0.949
741,-0.008,-0.051,0.957
742,0.004,-0.062,0.973
743,0.023,-0.012,0.969
744,0.027,0.031,0.973
745,0.020,0.004,1.043
746,0.012,-0.008,1.012
747,0.031,0.000,0.977
748,0.035,-0.004,0.992
749,0.023,0.012,0.957
750,0.027,0.023,1.000
751,0.016,0.004,1.004
752,0.023,-0.027,1.000
753,0.008,-0.008,0.953
754,0.016,-0.008,0.957
755,0.004,0.004,0.988
756,0.012,0.004,0.984
757,0.012,0.000,0.988
758,0.016,-0.016,0.957
759,0.016,-0.016,0.957
760,0.027,0.008,0.996
761,0.000,0.027,0.992
762,0.012,0.004,1.023
763,-0.004,-0.031,0.965
764,0.008,-0.039,0.934
765,0.004,-0.023,0.945
766,0.012,-0.023,1.004
767,0.008,0.027,1.031
768,0.020,0.035,1.023
769,0.055,-0.016,0.988
770,0.039,-0.023,0.953
771,0.016,0.000,0.934
772,0.012,-0.004,0.988
773,0.012,0.027,1.027
774,0.016,0.043,1.023
775,0.012,-0.023,1.008
776,-0.004,-0.062,0.914
777,0.000,-0.031,0.918
778,0.004,-0.004,0.973
779,0.027,0.023,1.051
780,0.031,0.035,1.031
781,0.016,0.016,0.984
782,0.012,-0.031,0.938
783,0.020,-0.012,0.969
784,0.027,0.004,0.984
785,0.039,0.016,1.035
786,0.012,0.008,0.992
787,0.016,0.008,0.953
788,-0.004,-0.023,0.965
789,0.012,-0.062,0.973
790,0.027,-0.027,1.004
791,0.027,0.043,0.992
792,0.020,0.043,0.996
793,0.008,-0.027,0.957
794,0.035,-0.059,0.973
795,0.023,-0.004,0.980
796,0.023,0.016,0.977
797,0.020,0.027,1.012
798,-0.004,0.020,0.957
799,0.012,-0.023,1.012
800,-0.004,-0.023,0.953
801,0.012,0.000,0.977
802,-0.016,0.023,0.980
803,0.031,0.012,1.012
804,0.016,-0.008,1.004
805,0.020,-0.020,0.965
806,0.000,-0.023,0.980
807,0.008,-0.004,0.957
808,0.023,0.031,1.016
809,0.016,-0.012,1.016
810,0.035,-0.035,0.984
811,0.020,-0.016,0.949
812,0.027,0.012,0.984
813,0.035,-0.027,1.027
814,0.027,0.000,1.016
815,0.008,0.059,0.980
816,0.016,0.012,0.980
817,0.035,-0.043,0.973
818,0.008,0.000,0.973
819,-0.008,0.000,0.996
820,-0.004,-0.020,0.957
821,0.000,0.008,0.961
822,0.016,0.027,1.020
823,-0.004,-0.059,0.988
824,0.012,-0.055,0.957
825,0.008,0.031,0.906
826,0.039,0.035,1.051
827,0.023,-0.004,1.059
828,0.023,0.016,0.996
829,0.016,0.016,0.965
830,0.012,-0.031,0.965
831,0.012,-0.031,0.965
832,0.020,-0.008,0.980
833,0.000,0.012,0.992
834,0.004,-0.031,1.020
835,0.000,-0.035,0.953
836,0.020,0.008,0.941
837,0.020,-0.020,1.004
838,0.016,-0.035,1.031
839,0.027,0.035,0.988
840,0.027,0.051,0.988
841,0.023,0.004,0.980
842,-0.004,-0.004,0.980
843,0.000,-0.016,0.984
844,0.016,-0.039,0.953
845,0.023,0.004,0.969
846,0.027,0.051,0.973
847,0.008,-0.023,1.031
848,0.008,-0.043,1.008
849,0.016,0.008,0.934
850,0.027,0.016,0.984
851,0.008,-0.012,0.984
852,0.020,-0.016,1.020
853,0.012,-0.004,0.992
854,0.020,0.000,0.973
855,0.039,0.000,1.004
856,0.016,0.004,0.996
857,0.020,-0.008,1.027
858,0.004,0.008,0.992
859,0.012,0.004,0.934
860,-0.004,-0.020,0.977
861,-0.008,-0.035,0.984
862,0.004,-0.004,0.977
863,0.008,-0.008,0.973
864,0.031,-0.008,0.977
865,0.008,-0.008,0.984
866,0.027,-0.023,1.043
867,0.016,0.012,0.953
868,0.031,0.031,1.000
869,0.016,0.039,0.969
870,0.031,-0.004,1.039
871,0.008,-0.012,0.973
872,0.016,-0.031,0.965
873,0.008,-0.023,0.930
874,0.020,-0.008,0.984
875,0.031,-0.016,1.062
876,0.020,-0.027,1.000
877,0.035,0.027,0.984
878,0.008,0.031,0.938
879,0.035,-0.012,1.039
880,0.008,0.016,0.988
881,0.035,0.031,1.023
882,-0.023,0.020,0.945
883,0.000,-0.023,0.980
884,-0.043,-0.055,0.945
885,0.000,-0.102,0.945
886,-0.004,-0.020,0.941
887,0.031,-0.004,0.996
888,0.012,-0.012,1.020
889,0.051,0.020,1.062
890,0.051,0.051,1.039
891,0.055,0.020,1.031
892,0.047,0.004,1.004
893,0.016,-0.012,0.969
894,0.012,-0.023,0.969
895,0.004,0.004,0.957
896,0.023,-0.008,0.996
897,-0.004,-0.031,0.992
898,0.012,-0.020,1.004
899,0.000,0.016,0.926
900,0.012,-0.012,0.973
901,0.012,-0.008,0.996
902,0.027,0.000,1.031
903,0.023,0.000,0.988
904,0.027,-0.004,0.988
905,0.008,0.016,0.949
906,0.016,-0.008,1.016
907,0.000,-0.031,1.020
908,0.000,-0.012,0.961
909,-0.012,0.000,0.934
910,0.000,-0.023,0.965
911,0.008,-0.043,0.996
912,0.043,0.012,1.023
913,0.039,0.012,1.027
914,0.020,0.004,1.023
915,0.051,-0.004,0.957
916,0.016,-0.027,1.008
917,0.023,-0.031,1.008
918,0.023,0.043,1.000
919,0.016,0.055,0.996
920,0.012,-0.004,1.023
921,0.004,-0.035,0.965
922,0.008,-0.035,0.938
923,-0.016,-0.016,0.934
924,0.023,0.004,0.996
925,-0.004,0.035,1.008
926,0.020,-0.012,1.043
927,0.020,-0.012,1.043
928,-0.004,-0.027,0.957
929,0.020,-0.004,0.938
930,0.008,0.023,1.000
931,0.020,-0.020,1.043
932,0.020,-0.016,1.000
933,0.012,0.008,0.953
934,0.008,-0.012,0.957
935,0.012,-0.047,0.996
936,0.027,-0.020,1.008
937,0.043,0.004,1.012
938,0.059,0.008,0.996
939,0.039,0.023,0.996
940,0.035,-0.008,1.043
941,0.023,0.000,1.035
942,0.039,0.027,1.000
943,0.016,0.020,0.984
944,-0.004,-0.012,0.949
945,0.004,-0.027,0.973
946,-0.008,-0.020,0.961
947,0.000,-0.004,0.965
948,0.000,0.000,0.992
949,0.008,-0.012,0.973
